"","user","wine","score","type"
"34",270,"Flagstone Dragon Tree Cape Blend 2014",3.96048401955186,"new"
"35",270,"Phizante Kraal Sauvignon Blanc 2016",3.91528105599957,"new"
"36",270,"Raka Sauvignon Blanc",3.6194690996101,"new"
"37",288,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",40.3172453237812,"train"
"38",288,"Raka Spliced 2014",30.9800230473086,"train"
"39",288,"Asara Vineyard Collection Shiraz 2012",17.4097062479273,"train"
"40",288,"Nitida Roxia Sauvignon Blanc 2016",10.0982558302428,"new"
"41",288,"Raka Sauvignon Blanc",7.54483700132145,"new"
"42",288,"Le Bonheur Prima 2013 unlabelled",6.69209316312863,"new"
"43",288,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",6.09488749781486,"new"
"44",288,"Phizante Kraal Sauvignon Blanc 2016",5.127905673048,"new"
"45",288,"Buitenverwachting Buiten Blanc 2016",4.5005399241125,"new"
"46",288,"Hacienda Malbec 2014",4.45518898166818,"new"
"47",288,"Saronsberg Provenance Shiraz 2015",4.03337024750648,"new"
"48",288,"Klein Steenberg Bordeaux Red 2013",3.96398053346723,"new"
"49",294,"Le Bonheur Prima 2013 unlabelled",55.2437938055744,"train"
"50",294,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",43.2200026137867,"train"
"51",294,"Le Bonheur Tricorne 2012 unlabelled",10.7319851003793,"new"
"52",294,"Nitida Roxia Sauvignon Blanc 2016",6.49992153439324,"new"
"53",294,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",6.48416485717551,"new"
"54",294,"Asara Vineyard Collection Shiraz 2012",4.74697071738655,"new"
"55",294,"Flagstone Dragon Tree Cape Blend 2014",4.58315483268567,"new"
"56",294,"Raka Spliced 2014",4.4296534105119,"new"
"57",294,"Phizante Kraal Sauvignon Blanc 2016",3.65036846552223,"new"
"58",294,"Clos Malverne Shiraz 2014",3.37563768852566,"new"
"59",294,"Saronsberg Provenance Shiraz 2015",2.72217862678306,"new"
"60",294,"Special Cuvee Pinot Noir 2014 unlabelled (First Sighting)",2.18320116259651,"new"
"61",314,"Raka Spliced 2014",23.1077695846568,"train"
"62",314,"Neil Ellis Sincerely Shiraz 2016",4.8209122198254,"train"
"63",314,"Round House Chardonnay",4.17842656006562,"train"
"64",314,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",3.45497680729243,"new"
"65",314,"Raka Sauvignon Blanc",3.20932801697556,"new"
"66",314,"Le Bonheur Prima 2013 unlabelled",2.51477385111935,"new"
"67",314,"Nitida Roxia Sauvignon Blanc 2016",2.36315917251188,"new"
"68",314,"Cloof Dusty Road Merlot 2016",2.28588529445907,"new"
"69",314,"Thelema Mountain Red 2014",2.25174098450136,"new"
"70",314,"Clos Malverne Shiraz 2014",2.17048963421472,"new"
"71",314,"Asara Vineyard Collection Shiraz 2012",2.01299227802406,"new"
"72",314,"Hacienda Malbec 2014",1.60028955405991,"new"
"73",335,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",34.3835650433308,"train"
"74",335,"Nitida Roxia Sauvignon Blanc 2016",27.5660466419227,"train"
"75",335,"Raka Spliced 2014",24.8411188177214,"train"
"76",335,"Phizante Kraal Sauvignon Blanc 2016",22.5808262288768,"train"
"77",335,"Asara Vineyard Collection Shiraz 2012",14.8601032685401,"train"
"78",335,"Le Bonheur Prima 2013 unlabelled",8.94795694684131,"new"
"79",335,"Raka Sauvignon Blanc",7.64235822993253,"new"
"80",335,"Paradyskloof Grenache, Mourvédre & Shiraz 2015",7.11725638895771,"train"
"81",335,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",6.55492708528266,"new"
"82",335,"Raka Sauvignon Blanc 2017",6.47375352037918,"new"
"83",335,"Klein Steenberg Bordeaux Red 2013",4.88089799390683,"new"
"84",335,"Hacienda Malbec 2014",4.83275621099459,"new"
"85",459,"Phizante Kraal Sauvignon Blanc 2016",16.2657077037899,"train"
"86",459,"Raka Sauvignon Blanc",14.7791264546452,"train"
"87",459,"Hoopenburg Bushvine Shiraz 2014",7.25383858832425,"train"
"88",459,"Nitida Roxia Sauvignon Blanc 2016",5.10487046931558,"new"
"89",459,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",5.04249757759238,"new"
"90",459,"Raka Spliced 2014",3.78596823629438,"new"
"91",459,"Raka Sauvignon Blanc 2017",2.95860174405413,"new"
"92",459,"Le Bonheur Prima 2013 unlabelled",2.85316188914498,"new"
"93",459,"Buitenverwachting Buiten Blanc 2016",2.51127439809593,"new"
"94",459,"Hermanuspietersfontein Nr.3 Sauvignon Blanc 2015",2.17226427184788,"new"
"95",459,"Asara Vineyard Collection Shiraz 2012",2.00536068200802,"new"
"96",459,"Paradyskloof Grenache, Mourvédre & Shiraz 2015",1.91306164857636,"new"
"97",468,"Raka Spliced 2014",18.2825327217738,"train"
"98",468,"Clos Malverne Shiraz 2014",8.59152373273617,"train"
"99",468,"Flagstone Dragon Tree Cape Blend 2014",6.89464706878006,"train"
"100",468,"Le Bonheur Prima 2013 unlabelled",4.8176923360049,"new"
"101",468,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",3.31432256112288,"new"
"102",468,"Nitida Roxia Sauvignon Blanc 2016",3.24041947052861,"new"
"103",468,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",3.12526466399628,"new"
"104",468,"Capaia One Flagship Red 2010",2.95551972956645,"train"
"105",468,"Asara Vineyard Collection Shiraz 2012",2.67249905707173,"new"
"106",468,"Thelema Mountain Red 2014",2.29289531955474,"new"
"107",468,"Raka Sauvignon Blanc",2.28622874808551,"new"
"108",468,"Le Bonheur Tricorne 2012 unlabelled",2.07258937718573,"new"
"109",472,"Raka Sauvignon Blanc",17.2241926946057,"train"
"110",472,"Buitenverwachting Buiten Blanc 2016",13.038128319085,"train"
"111",472,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",9.66924817478373,"new"
"112",472,"Saronsberg Provenance Shiraz 2015",9.65159645959251,"train"
"113",472,"Guardian Peak Cabernet Sauvignon 2016",6.51577071283375,"train"
"114",472,"Haute Cabriere Chardonnay/Pinot Noir 2016",4.83792641607293,"train"
"115",472,"Raka Spliced 2014",3.27438405956219,"new"
"116",472,"Leopards Leap Merlot 2016",2.97911279469533,"new"
"117",472,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",2.87367856932514,"new"
"118",472,"Diemersdal Sauvignon Blanc 2017",2.69808026546173,"new"
"119",472,"Le Bonheur Prima 2013 unlabelled",2.10949314496628,"new"
"120",472,"Nitida Roxia Sauvignon Blanc 2016",2.07850204470988,"new"
"121",506,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",60.1987008662706,"train"
"122",506,"Nitida Roxia Sauvignon Blanc 2016",8.92903332793323,"new"
"123",506,"Raka Sauvignon Blanc",6.98896449601894,"new"
"124",506,"Buitenverwachting Buiten Blanc 2016",6.27059994536544,"new"
"125",506,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",5.77681693995169,"new"
"126",506,"Raka Spliced 2014",5.59671461530046,"new"
"127",506,"Saronsberg Provenance Shiraz 2015",5.06701113872839,"new"
"128",506,"Phizante Kraal Sauvignon Blanc 2016",4.86258159830261,"new"
"129",506,"Asara Vineyard Collection Shiraz 2012",4.7681526480057,"new"
"130",506,"Leopards Leap Merlot 2016",4.52438162522483,"new"
"131",506,"Klein Steenberg Bordeaux Red 2013",4.09400436105265,"new"
"132",506,"Hacienda Malbec 2014",3.6216073744506,"new"
"133",522,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",38.7015002856633,"train"
"134",522,"Raka Sauvignon Blanc",23.0603914468715,"train"
"135",522,"Nitida Roxia Sauvignon Blanc 2016",7.39999090631516,"new"
"136",522,"Buitenverwachting Buiten Blanc 2016",6.58027865598429,"new"
"137",522,"Raka Spliced 2014",6.17198556418056,"new"
"138",522,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",4.47294331598119,"new"
"139",522,"Phizante Kraal Sauvignon Blanc 2016",4.15902467320287,"new"
"140",522,"Leopards Leap Merlot 2016",4.02981778548072,"new"
"141",522,"Saronsberg Provenance Shiraz 2015",3.75267472840768,"new"
"142",522,"Asara Vineyard Collection Shiraz 2012",3.32192980859217,"new"
"143",522,"Guardian Peak Cabernet Sauvignon 2016",3.2845726238853,"new"
"144",522,"Klein Steenberg Bordeaux Red 2013",3.16825717368045,"new"
"145",556,"Phizante Kraal Sauvignon Blanc 2016",19.2309253542938,"train"
"146",556,"Flagstone Poetry Sauvignon Blanc 2016",6.22412870077526,"train"
"147",556,"Nitida Roxia Sauvignon Blanc 2016",6.08046537964862,"new"
"148",556,"Neil Ellis Sincerely Sauvignon Blanc",5.9161937492561,"train"
"149",556,"Le Bonheur Prima 2013 unlabelled",3.32529341225449,"new"
"150",556,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",3.04352882739165,"new"
"151",556,"Raka Sauvignon Blanc 2017",2.96094327826591,"new"
"152",556,"Raka Sauvignon Blanc",2.34883710401439,"new"
"153",556,"Paradyskloof Grenache, Mourvédre & Shiraz 2015",1.98945905215656,"new"
"154",556,"Flagstone Dragon Tree Cape Blend 2014",1.64413702055863,"new"
"155",556,"Asara Vineyard Collection Shiraz 2012",1.63590566156329,"new"
"156",556,"Hoopenburg Bushvine Shiraz 2014",1.5903199772365,"new"
"157",624,"Oak Valley Elgin Shiraz 2015",1.73342635897305,"train"
"158",624,"Le Bonheur Prima 2013 unlabelled",0.947213595499958,"new"
"159",624,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",0.5,"new"
"160",624,"Flagstone Dragon Tree Cape Blend 2014",0.5,"new"
"161",624,"Le Bonheur Tricorne 2012 unlabelled",0.447213595499958,"new"
"162",624,"Phizante Kraal Sauvignon Blanc 2016",0.447213595499958,"new"
"163",624,"Fleur du Cap Shiraz, 2015",0.447213595499958,"new"
"164",624,"Capaia Merlot/Cabernet Sauvignon 2014",0.408248290463863,"new"
"165",624,"Remhoogte Estate Cape Blend",0.408248290463863,"new"
"166",624,"Glen Carlou Tortoise Hill Red",0.408248290463863,"new"
"167",624,"Glenelly Glass Collection Merlot 2011",0.408248290463863,"new"
"168",624,"Kloovenburg Barrel Fermented Chardonnay 2015",0.408248290463863,"new"
"169",672,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",43.6146215433541,"train"
"170",672,"Thelema Mountain Red 2014",9.26614426115843,"train"
"171",672,"Raka Spliced 2014",7.14191749607798,"new"
"172",672,"Nitida Roxia Sauvignon Blanc 2016",6.31378001562227,"new"
"173",672,"Raka Sauvignon Blanc",5.66642024508772,"new"
"174",672,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",4.78174985697184,"new"
"175",672,"Buitenverwachting Buiten Blanc 2016",4.75021150949274,"new"
"176",672,"Phizante Kraal Sauvignon Blanc 2016",4.10814557884281,"new"
"177",672,"Leopards Leap Merlot 2016",4.01544869388913,"new"
"178",672,"Asara Vineyard Collection Shiraz 2012",3.63885431304985,"new"
"179",672,"Saronsberg Provenance Shiraz 2015",3.58291793654261,"new"
"180",672,"Klein Steenberg Bordeaux Red 2013",3.39489824590763,"new"
"181",690,"Nitida Roxia Sauvignon Blanc 2016",19.913871902903,"train"
"182",690,"Cloof Dusty Road Merlot 2016",12.625405970834,"train"
"183",690,"Hoopenburg Bushvine Merlot 2015",6.82865054621651,"train"
"184",690,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",5.5486431673882,"new"
"185",690,"Phizante Kraal Sauvignon Blanc 2016",4.35079492353546,"new"
"186",690,"Oude Werf Sauvignon Blanc 2017",4.05994472134245,"train"
"187",690,"Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled",2.95872656082528,"new"
"188",690,"Le Bonheur Prima 2013 unlabelled",2.79649815748607,"new"
"189",690,"Waterford Pecan Stream Sauvignon Blanc 2016",2.55485433249116,"train"
"190",690,"Raka Spliced 2014",2.44541890371233,"new"
"191",690,"Round House Sauvignon Blanc 2017",2.36733237966586,"new"
"192",690,"Fort Simon Fortress Hill Merlot unlabelled",2.13795887221207,"new"
"193",738,"Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled",12.8357340122983,"train"
"194",738,"Clos Malverne Shiraz 2014",9.62171779401734,"train"
"195",738,"Hoopenburg Bushvine Shiraz 2014",8.82668429022048,"train"
"196",738,"Cloof The Very Sexy Shiraz 2014",3.74733281943634,"train"
"197",738,"Raka Spliced 2014",3.47891810431313,"new"
"198",738,"Le Bonheur Prima 2013 unlabelled",3.31823756542908,"new"
"199",738,"Cloof Dusty Road Merlot 2016",2.84702571752654,"new"
"200",738,"Asara Vineyard Collection Shiraz 2012",2.25203115494264,"new"
"201",738,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",2.11202395197026,"new"
"202",738,"Glen Carlou Haven Chardonnay 2014",1.93972270488542,"new"
"203",738,"Round House Shiraz 2015",1.87504022541804,"new"
"204",738,"Nitida Roxia Sauvignon Blanc 2016",1.8410573819784,"new"
"205",783,"Le Bonheur Prima 2013 unlabelled",34.1175814566134,"train"
"206",783,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",12.4294925550166,"new"
"207",783,"Hermanuspietersfontein Nr.3 Sauvignon Blanc 2015",6.32198463763377,"train"
"208",783,"Le Bonheur Tricorne 2012 unlabelled",5.79619423515507,"new"
"209",783,"Nitida Roxia Sauvignon Blanc 2016",4.20543604495063,"new"
"210",783,"Phizante Kraal Sauvignon Blanc 2016",3.82073972938943,"new"
"211",783,"Raka Spliced 2014",3.23104520326559,"new"
"212",783,"Asara Vineyard Collection Shiraz 2012",2.74799752918033,"new"
"213",783,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",2.21725051046238,"new"
"214",783,"Glen Carlou Haven Chardonnay 2014",2.16450920769032,"new"
"215",783,"Raka Sauvignon Blanc",2.15289211596089,"new"
"216",783,"Flagstone Dragon Tree Cape Blend 2014",2.12400480707596,"new"
"217",784,"O'Connell's Sauvignon Blanc 2016",6.61055760788365,"train"
"218",784,"Oude Werf Pinotage Rose 2017",6.1193542418471,"train"
"219",784,"Special Cuvee Pinot Noir 2014 unlabelled (First Sighting)",4.36477948962802,"train"
"220",784,"Oude Werf Chenin Blanc",3.50086681560736,"train"
"221",784,"Oude Werf Sauvignon Blanc 2017",2.40066896386354,"new"
"222",784,"Cloof Dusty Road Chenin Blanc 2016",2.13058331405904,"new"
"223",784,"Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled",1.87327524549297,"new"
"224",784,"Cloof Dusty Road Merlot 2016",1.77408361340193,"new"
"225",784,"Round House Sauvignon Blanc 2017",1.50592894601845,"new"
"226",784,"Nitida Roxia Sauvignon Blanc 2016",1.49155456473457,"new"
"227",784,"Louisvale Stone Road Cabernet Sauvignon 2014",1.47461046393615,"new"
"228",784,"Round House Shiraz 2015",1.38963174661092,"new"
"229",802,"Le Bonheur Prima 2013 unlabelled",31.0871974042146,"train"
"230",802,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",28.0520531143214,"train"
"231",802,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",13.4942150395016,"new"
"232",802,"Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled",11.206736307764,"train"
"233",802,"Le Bonheur Tricorne 2012 unlabelled",11.15111729452,"train"
"234",802,"Hacienda Malbec 2014",7.79654514666285,"train"
"235",802,"Nitida Roxia Sauvignon Blanc 2016",7.64095689143708,"new"
"236",802,"Raka Spliced 2014",6.9097381345268,"new"
"237",802,"Phizante Kraal Sauvignon Blanc 2016",4.57389694405321,"new"
"238",802,"Asara Vineyard Collection Shiraz 2012",4.37015381790853,"new"
"239",802,"Raka Sauvignon Blanc",3.65786091850891,"new"
"240",802,"Fleur du Cap Shiraz, Grenache, Cinsault 2015",3.32242389432775,"train"
"241",814,"Glen Carlou Haven Chardonnay 2014",7.48470546700494,"train"
"242",814,"Totus Cabernet /Merlot 2015",6.8399041551634,"train"
"243",814,"Simonsig Adelberg Cabernet Merlot 2013",5.88671353987085,"train"
"244",814,"Neil Ellis Sincerely Sauvignon Blanc",4.74275728162964,"train"
"245",814,"Nitida Roxia Sauvignon Blanc 2016",3.67322239135637,"new"
"246",814,"Le Bonheur Prima 2013 unlabelled",2.91462333926285,"new"
"247",814,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",2.67658078330582,"new"
"248",814,"Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled",2.63651172248865,"new"
"249",814,"Phizante Kraal Sauvignon Blanc 2016",2.01978913804647,"new"
"250",814,"Raka Spliced 2014",1.95806102887182,"new"
"251",814,"Asara Vineyard Collection Shiraz 2012",1.86083326857664,"new"
"252",814,"Round House Sauvignon Blanc 2017",1.81392677498648,"new"
"253",831,"Le Bonheur Prima 2013 unlabelled",41.3334169180176,"train"
"254",831,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",32.8708656218767,"train"
"255",831,"Flagstone Dragon Tree Cape Blend 2014",10.337166838353,"train"
"256",831,"Saronsberg Provenance Shiraz 2015",10.0144148150747,"train"
"257",831,"Le Bonheur Tricorne 2012 unlabelled",8.28587303557118,"new"
"258",831,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",7.57262665543643,"new"
"259",831,"Nitida Roxia Sauvignon Blanc 2016",5.32379596524936,"new"
"260",831,"Asara Vineyard Collection Shiraz 2012",4.31611071220275,"new"
"261",831,"Raka Spliced 2014",3.79482699913368,"new"
"262",831,"Clos Malverne Shiraz 2014",3.78927455723782,"new"
"263",831,"Phizante Kraal Sauvignon Blanc 2016",3.29760637337702,"new"
"264",831,"Buitenverwachting Buiten Blanc 2016",2.71155538354239,"new"
"265",889,"Le Bonheur Prima 2013 unlabelled",58.2927703104045,"train"
"266",889,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",20.2479656887546,"new"
"267",889,"Le Bonheur Tricorne 2012 unlabelled",9.70596957249307,"new"
"268",889,"Nitida Roxia Sauvignon Blanc 2016",5.62551749599348,"new"
"269",889,"Raka Spliced 2014",4.74087256764389,"new"
"270",889,"Phizante Kraal Sauvignon Blanc 2016",4.25415230113674,"new"
"271",889,"Flagstone Dragon Tree Cape Blend 2014",3.67888424137609,"new"
"272",889,"Asara Vineyard Collection Shiraz 2012",3.45699585815028,"new"
"273",889,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",3.39317694172892,"new"
"274",889,"Glen Carlou Haven Chardonnay 2014",2.43281215515345,"new"
"275",889,"Clos Malverne Shiraz 2014",2.39384685011735,"new"
"276",889,"Hacienda Malbec 2014",2.1581373674276,"new"
"277",963,"Glen Carlou Haven Chardonnay 2014",5.12477755404633,"train"
"278",963,"Hermanuspietersfontein Nr.3 Sauvignon Blanc 2015",4.04150792439732,"train"
"279",963,"Capaia One Flagship Red 2010",2.84325149704319,"train"
"280",963,"Capaia Merlot/Cabernet Sauvignon 2014",2.16766792128018,"train"
"281",963,"Nitida Roxia Sauvignon Blanc 2016",2.02698054286249,"new"
"282",963,"Le Bonheur Prima 2013 unlabelled",1.8652028555207,"new"
"283",963,"Secateurs Chenin Blanc by Adi Badenhorst 2016",1.62536037951264,"train"
"284",963,"Phizante Kraal Sauvignon Blanc 2016",1.29502659748126,"new"
"285",963,"Raka Spliced 2014",1.20476964232942,"new"
"286",963,"Vrede en Lust Lady J Syrah 2013",1.15757946808795,"new"
"287",963,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",1.13311441794971,"new"
"288",963,"Clos Malverne Shiraz 2014",1.1084534815684,"new"
"289",1022,"Le Bonheur Tricorne 2012 unlabelled",4.48556215479234,"train"
"290",1022,"Le Bonheur Prima 2013 unlabelled",3.1951261731758,"new"
"291",1022,"Capaia One Flagship Red 2010",2.78206010092596,"train"
"292",1022,"Vrede en Lust Lady J Syrah 2013",2.719516208211,"train"
"293",1022,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",1.99361517838027,"new"
"294",1022,"Capaia Merlot/Cabernet Sauvignon 2014",1.84571607667925,"train"
"295",1022,"Clos Malverne Shiraz 2014",1.70731004492332,"new"
"296",1022,"Raka Spliced 2014",1.17515187244897,"new"
"297",1022,"Secateurs Chenin Blanc by Adi Badenhorst 2016",1.15117085774891,"train"
"298",1022,"Raka Biography Shiraz 2013",1.08971437073643,"train"
"299",1022,"Hermanuspietersfontein Nr.3 Sauvignon Blanc 2015",1.00272845411877,"new"
"300",1022,"Flagstone Dragon Tree Cape Blend 2014",1.0013114430311,"new"
"301",1049,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",33.2864620325657,"train"
"302",1049,"Nitida Roxia Sauvignon Blanc 2016",21.1565887868659,"train"
"303",1049,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",20.1894965054252,"train"
"304",1049,"Buitenverwachting Buiten Blanc 2016",12.5926549785459,"train"
"305",1049,"Le Bonheur Prima 2013 unlabelled",12.0893509894256,"test"
"306",1049,"Saronsberg Provenance Shiraz 2015",10.3834814932546,"train"
"307",1049,"Raka Sauvignon Blanc",7.92511706980172,"new"
"308",1049,"Phizante Kraal Sauvignon Blanc 2016",6.28842153477787,"new"
"309",1049,"Raka Spliced 2014",5.63006960991505,"new"
"310",1049,"Diemersdal Sauvignon Blanc 2017",5.38467871033855,"train"
"311",1049,"Asara Vineyard Collection Shiraz 2012",5.03883530393071,"new"
"312",1049,"Guardian Peak Cabernet Sauvignon 2016",3.85777100552293,"new"
"313",1120,"Le Bonheur Prima 2013 unlabelled",32.2188365421468,"train"
"314",1120,"Raka Spliced 2014",25.108152461322,"train"
"315",1120,"Le Bonheur Cabernet Sauvignon 2014 unlabelled",11.1093913231844,"new"
"316",1120,"Totus Cabernet /Merlot 2015",6.94345754575667,"train"
"317",1120,"Nitida Roxia Sauvignon Blanc 2016",6.24241450143634,"new"
"318",1120,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",6.15299352223978,"new"
"319",1120,"Le Bonheur Tricorne 2012 unlabelled",5.05710893147847,"new"
"320",1120,"Totus Cabernet Sauvignon 2015",4.20277777393165,"train"
"321",1120,"Asara Vineyard Collection Shiraz 2012",4.18870380259916,"new"
"322",1120,"Phizante Kraal Sauvignon Blanc 2016",3.84203726327977,"new"
"323",1120,"Raka Sauvignon Blanc",3.67125894330611,"new"
"324",1120,"Hacienda Malbec 2014",3.13348238300564,"new"
"325",1170,"Waterford Pecan Stream Sauvignon Blanc 2016",3.70792866368871,"train"
"326",1170,"Asara Vineyard Collection Sauvignon Blanc 2016",2.87009074991239,"train"
"327",1170,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",1.50025525111016,"new"
"328",1170,"Nitida Roxia Sauvignon Blanc 2016",1.25865800475587,"new"
"329",1170,"Phizante Kraal Sauvignon Blanc 2016",1.02295574436036,"new"
"330",1170,"Lanzerac Sauvignon Blanc 2016",0.959799514033189,"new"
"331",1170,"Jordan Sauvignon Blanc 2016",0.666666666666667,"new"
"332",1170,"Mulderbosch Sauvignon Blanc",0.666666666666667,"new"
"333",1170,"Clos Malverne Shiraz 2014",0.622008467928146,"new"
"334",1170,"Zevenwacht Sauvignon Blanc 2016",0.577350269189626,"new"
"335",1170,"Le Bonheur Prima 2013 unlabelled",0.506893024830805,"new"
"336",1170,"Waterford Pecan Stream Pebble Hill 2013",0.506893024830805,"new"
"337",1235,"Round House Shiraz 2015",6.67054375987498,"train"
"338",1235,"Raka Sauvignon Blanc 2016",5.58896971078201,"train"
"339",1235,"Vondeling Baldrick Shiraz 2014",1.95090657713384,"train"
"340",1235,"Snow Mountain The Mistress Pinot Noir 2017",1.78147441442156,"train"
"341",1235,"Hemel en Aarde Ridge Private Bin Shiraz 2016 unlabelled",1.7706089782763,"new"
"342",1235,"Phizante Kraal Sauvignon Blanc 2016",1.44406344867615,"new"
"343",1235,"Leopards Leap Merlot 2016",1.42370293960964,"new"
"344",1235,"Raka Spliced 2014",1.40104757029061,"new"
"345",1235,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",1.15091316283516,"new"
"346",1235,"Round House Sauvignon Blanc 2017",1.07716018834325,"new"
"347",1235,"Cloof Dusty Road Merlot 2016",1.0509570669396,"new"
"348",1235,"O'Connell's Sauvignon Blanc 2016",0.950649510106306,"new"
"349",1248,"Raka Sauvignon Blanc",18.9803451848786,"train"
"350",1248,"Phizante Kraal Sauvignon Blanc 2016",17.8550806426092,"train"
"351",1248,"Buitenverwachting Buiten Blanc 2016",12.8735140317131,"train"
"352",1248,"Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015",10.9757082129664,"new"
"353",1248,"Leopards Leap Merlot 2016",8.51929687187246,"train"
"354",1248,"Thelema Mountain Red 2014",6.24304003378752,"train"
"355",1248,"Raka Spliced 2014",5.93773197590992,"new"
"356",1248,"Nitida Roxia Sauvignon Blanc 2016",5.92592901203152,"new"
