orders_id,products_name,products_price,products_quantity
"152488","Flagstone Dragon Tree Cape Blend 2014","69.0000","12"
"152488","Le Bonheur Prima 2013 unlabelled","69.0000","12"
"152489","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","18"
"152489","Le Bonheur Prima 2013 unlabelled","69.0000","18"
"152490","Oude Werf Chenin Blanc","30.0000","6"
"152490","Oude Werf Sauvignon Blanc 2017","35.0000","6"
"152490","Theuniskraal Bouquet Blanc 2017","35.0000","6"
"152490","Thelema Sauvignon Blanc 2016","79.0000","6"
"152490","Personalised Mixed Case","654.0000","1"
"152494","First Sighting Sauvignon Blanc 2016","79.0000","6"
"152494","Simonsig Sunbird Sauvignon Blanc","85.0000","6"
"152496","Hemel en Aarde Ridge Private Bin Shiraz 2016","39.0000","6"
"152496","Fort Simon Fortress Hill Shiraz unlabelled","45.0000","6"
"152497","Hemel en Aarde Ridge Private Bin Shiraz 2016","39.0000","6"
"152497","Special Cuvee Pinot Noir 2014 unlabelled (First Sighting)","65.0000","6"
"152497","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"152498","Guardian Peak Cabernet Sauvignon 2016","69.0000","6"
"152498","Eikendal Janina Unwooded Chardonnay 2015","75.0000","6"
"152498","Asara Vineyard Collection Shiraz 2012","69.0000","6"
"152499","Theuniskraal Prestige Red Blend 2013","35.0000","6"
"152499","Hemel en Aarde Ridge Private Bin Shiraz 2016","39.0000","12"
"152500","Personalised Mixed Case","804.0000","1"
"152501","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","30"
"152502","Capaia One Flagship Red 2010","110.0000","6"
"152502","Kaapzicht Bin 3 Merlot / Cabernet Sauvignon 2014","73.0000","6"
"152502","Marklew Chardonnay 2014","85.0000","6"
"152502","Capaia Merlot/Cabernet Sauvignon 2014","75.0000","6"
"152502","Secateurs Chenin Blanc by Adi Badenhorst 2016","79.0000","6"
"152502","Cederberg Chenin Blanc 2016","75.0000","6"
"152502","Glen Carlou Haven Chardonnay 2014","69.0000","6"
"152502","Zevenwacht Sauvignon Blanc 2016","65.0000","6"
"152502","Rustenberg Stellenbosch Cabernet Sauvignon","109.0000","6"
"152502","Kleine Zalze Vineyard Selection Shiraz","139.0000","6"
"152502","Hermanuspietersfontein Nr.3 Sauvignon Blanc 2015","65.0000","6"
"152503","Flagstone Poetry Sauvignon Blanc 2016","39.0000","6"
"152503","Asara Vineyard Collection Sauvignon Blanc 2016","65.0000","6"
"152503","Antebellum Saffronne Rose 2016","49.0000","6"
"152504","Saronsberg Provenance Shiraz 2015","89.0000","24"
"152505","Raka Sauvignon Blanc 2016","39.0000","6"
"152505","Bouchard Finlayson Blanc De Mer 2015","79.0000","6"
"152509","Raka Sauvignon Blanc 2016","39.0000","6"
"152509","Leopards Leap Merlot 2016","49.0000","6"
"152509","Leeuwenkuil Shiraz","55.0000","12"
"152512","Leopards Leap Merlot 2016","49.0000","12"
"152512","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","12"
"152512","Raka Sauvignon Blanc 2016","39.0000","12"
"152513","Cloof Dusty Road Chenin Blanc 2016","29.0000","12"
"152513","Cloof Dusty Road Merlot 2016","30.0000","6"
"152513","Buitenverwachting Buiten Blanc 2016","49.0000","6"
"152513","Cloof Dusty Road Pinotage","30.0000","6"
"152514","Totus Cabernet Sauvignon 2015","49.0000","6"
"152514","Saronsberg Provenance Shiraz 2015","89.0000","6"
"152514","Cloof The Very Sexy Shiraz 2014","70.0000","6"
"152516","Raka Biography Shiraz 2013","115.0000","6"
"152516","Waterford Pecan Stream Sauvignon Blanc 2016","69.0000","6"
"152516","Hermanuspietersfontein Die Bartho 2013","95.0000","6"
"152516","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152516","Saronsberg Provenance Shiraz 2015","89.0000","6"
"152519","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152519","Diemersdal Sauvignon Blanc 2017","65.0000","6"
"152522","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"152522","De Houtvat Cabernet Sauvignon unlabelled 2016","39.0000","6"
"152522","Buitenverwachting Buiten Blanc 2016","49.0000","6"
"152524","Personalised Mixed Case","428.0000","1"
"152525","Moreson Miss Molly Bottle Fermented","105.0000","6"
"152525","Flagstone Truth Tree Pinotage 2015","59.0000","6"
"152525","Klein Steenberg Bordeaux Red 2013","59.0000","6"
"152525","Guardian Peak Cabernet Sauvignon 2016","69.0000","6"
"152528","Saronsberg Provenance Shiraz 2015","89.0000","6"
"152528","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152528","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"152530","Buitenverwachting Buiten Blanc 2016","49.0000","6"
"152530","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152531","Nitida Roxia Sauvignon Blanc 2016","39.0000","6"
"152531","Raka Sauvignon Blanc 2016","39.0000","6"
"152531","Fort Simon Fortress Hill Merlot unlabelled","45.0000","6"
"152532","Personalised Mixed Case","820.0000","1"
"152533","Saronsberg Provenance Shiraz 2015","89.0000","12"
"152533","Diemersdal Sauvignon Blanc 2017","65.0000","12"
"152534","Raka Sauvignon Blanc 2016","39.0000","6"
"152534","Riebeek Pieter Cruythoff Brut","65.0000","6"
"152540","Raka Sauvignon Blanc 2016","39.0000","18"
"152542","Personalised Mixed Case","766.0000","1"
"152543","Saronsberg Provenance Shiraz 2015","89.0000","12"
"152548","Personalised Mixed Case","558.0000","1"
"152549","Raka Sauvignon Blanc 2016","39.0000","6"
"152549","Haute Cabriere Chardonnay/Pinot Noir 2016","85.0000","6"
"152549","Buitenverwachting Buiten Blanc 2016","49.0000","6"
"152554","Raka Sauvignon Blanc 2016","39.0000","6"
"152554","Leopards Leap Merlot 2016","49.0000","6"
"152556","Raka Sauvignon Blanc 2016","39.0000","24"
"152557","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152557","Buitenverwachting Buiten Blanc 2016","49.0000","6"
"152558","Capaia One Flagship Red 2010","110.0000","6"
"152558","Bouchard Finlayson Blanc De Mer 2015","79.0000","12"
"152558","Vrede en Lust Lady J Syrah 2013","89.0000","12"
"152560","Raka Spliced 2014","55.0000","12"
"152560","Guardian Peak Cabernet Sauvignon 2016","69.0000","6"
"152560","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","12"
"152562","Raka Sauvignon Blanc 2016","39.0000","12"
"152562","Personalised Mixed Case","880.0000","1"
"152562","Personalised Mixed Case","456.0000","1"
"152563","Buitenverwachting Buiten Blanc 2016","49.0000","18"
"152563","Bouchard Finlayson Blanc De Mer 2015","79.0000","6"
"152563","Flagstone Poetry Sauvignon Blanc 2016","39.0000","6"
"152565","Phizante Kraal Sauvignon Blanc 2016","49.0000","6"
"152565","Hermanuspietersfontein Nr.3 Sauvignon Blanc 2015","65.0000","12"
"152565","Bouchard Finlayson Blanc De Mer 2015","79.0000","6"
"152567","Leopards Leap Merlot 2016","49.0000","18"
"152568","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","18"
"152571","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"152571","Capaia One Flagship Red 2010","110.0000","6"
"152571","Vondeling Cabernet Sauvignon 2014","79.0000","6"
"152571","Nitida Roxia Sauvignon Blanc 2016","39.0000","6"
"152571","Le Bonheur Prima 2013 unlabelled","69.0000","6"
"152571","Raka Spliced 2014","55.0000","6"
"152572","Raka Sauvignon Blanc 2016","39.0000","24"
"152572","Leopards Leap Merlot 2016","49.0000","6"
"152572","Hemel en Aarde Ridge Private Bin Shiraz 2016","39.0000","12"
"152573","Saronsberg Provenance Shiraz 2015","89.0000","24"
"152575","Round House Shiraz 2015","35.0000","6"
"152575","Raka Sauvignon Blanc 2016","39.0000","12"
"152577","De Houtvat Cabernet Sauvignon unlabelled 2016","39.0000","6"
"152577","Hemel en Aarde Ridge Private Bin Shiraz 2016","39.0000","6"
"152578","Cloof The Very Sexy Shiraz 2014","70.0000","6"
"152578","Darling Cellars Chocoholic Pinotage","65.0000","6"
"152580","Round House Chardonnay","35.0000","6"
"152580","Raka Sauvignon Blanc 2016","39.0000","6"
"152580","Buitenverwachting Buiten Blanc 2016","49.0000","6"
"152581","Saronsberg Provenance Shiraz 2015","89.0000","6"
"152581","Haute Cabriere Chardonnay/Pinot Noir 2016","85.0000","18"
"152581","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152582","Hacienda Malbec 2014","49.0000","6"
"152582","Louisvale Unwooded Chardonnay 2015","49.0000","6"
"152582","Hoopenburg Bushvine Chenin Blanc 2016","35.0000","6"
"152584","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152584","Asara Vineyard Collection Shiraz 2012","69.0000","6"
"152584","Paradyskloof Red Blend 2015","49.0000","6"
"152584","Maison du Cap Mountain View Pinotage 2015","49.0000","6"
"152585","Raka Sauvignon Blanc 2016","39.0000","6"
"152585","Diemersdal Sauvignon Blanc 2017","65.0000","6"
"152585","Raka Spliced 2014","55.0000","6"
"152586","Oude Werf Chenin Blanc","30.0000","6"
"152586","Phizante Kraal Sauvignon Blanc 2016","49.0000","18"
"152586","Raka Spliced 2014","55.0000","6"
"152586","Raka Sauvignon Blanc 2016","39.0000","6"
"152586","Hemel en Aarde Ridge Private Bin Shiraz 2016","39.0000","6"
"152586","Leopards Leap Merlot 2016","49.0000","18"
"152586","Buitenverwachting Buiten Blanc 2016","49.0000","12"
"152587","Warwick First Lady Cabernet Sauvignon","99.0000","6"
"152587","Diemersdal Matys Red Blend","59.0000","6"
"152589","Raka Sauvignon Blanc 2016","39.0000","6"
"152589","De Houtvat Cabernet Sauvignon unlabelled 2016","39.0000","6"
"152590","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","3"
"152592","Snow Mountain The Mistress Pinot Noir 2017","59.0000","6"
"152592","Raka Biography Shiraz 2013","115.0000","6"
"152595","Diemersdal Sauvignon Blanc 2017","65.0000","12"
"152595","Kleine Zalze Cellar Selection Chenin Blanc","59.0000","12"
"152595","Haute Cabriere Chardonnay/Pinot Noir 2016","85.0000","12"
"152595","Phizante Kraal Sauvignon Blanc 2016","49.0000","6"
"152595","Phizante Kraal Chenin Blanc 2016","45.0000","6"
"152596","Cloof Dusty Road Pinotage","30.0000","12"
"152596","Raka Sauvignon Blanc","39.0000","12"
"152597","Guardian Peak Cabernet Sauvignon 2016","69.0000","6"
"152597","Leopards Leap Merlot 2016","49.0000","6"
"152597","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","12"
"152598","Buitenverwachting Buiten Blanc 2016","49.0000","6"
"152598","Raka Sauvignon Blanc","39.0000","6"
"152598","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152598","Raka Spliced 2014","55.0000","6"
"152599","Buitenverwachting Buiten Blanc 2016","49.0000","24"
"152600","Nitida Roxia Sauvignon Blanc 2016","39.0000","36"
"152601","Leopards Leap Merlot 2016","49.0000","6"
"152601","Hacienda Malbec 2014","49.0000","6"
"152602","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","12"
"152604","Buitenverwachting Buiten Blanc 2016","49.0000","12"
"152605","Special Cuvee Pinot Noir 2014 unlabelled (First Sighting)","65.0000","6"
"152605","Oude Werf Pinotage Rose 2017","30.0000","6"
"152607","Cloof Dusty Road Merlot 2016","30.0000","6"
"152607","O'Connell's Sauvignon Blanc 2016","35.0000","6"
"152607","Theuniskraal Ixia Cabernet Sauvignon","40.0000","6"
"152607","Louisvale Stone Road Cabernet Sauvignon 2014","39.0000","6"
"152608","Raka Sauvignon Blanc","39.0000","6"
"152608","Round House Chardonnay","35.0000","12"
"152608","Ken Forrester Petit Chenin 2016","49.0000","6"
"152608","Louisvale Unwooded Chardonnay 2015","49.0000","12"
"152608","Eikendal Janina Unwooded Chardonnay 2015","75.0000","6"
"152609","De Houtvat Cabernet Sauvignon unlabelled 2016","39.0000","6"
"152609","Cloof Dusty Road Chenin Blanc 2016","29.0000","6"
"152609","Cloof Dusty Road Pinotage","30.0000","6"
"152609","Hemel en Aarde Ridge Private Bin Shiraz 2016","39.0000","6"
"152609","Cloof Dusty Road Merlot 2016","30.0000","12"
"152611","Le Bonheur unlabelled Mixed Case of 6 bottles","0.0000","1"
"152612","Diemersdal Sauvignon Blanc 2017","65.0000","12"
"152613","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","12"
"152614","Theuniskraal Ixia Cabernet Sauvignon","40.0000","6"
"152614","Raka Spliced 2014","55.0000","6"
"152614","Asara Vineyard Collection Shiraz 2012","69.0000","6"
"152614","Thelema Mountain Red 2014","69.0000","6"
"152614","Guardian Peak Cabernet Sauvignon 2016","69.0000","6"
"152614","Vrede en Lust Mocholate Malbec 2016","85.0000","6"
"152614","Hoopenburg Integer Cabernet Sauvignon 2013","89.0000","12"
"152615","Leopards Leap Merlot 2016","49.0000","12"
"152617","Flagstone Dragon Tree Cape Blend 2014","69.0000","48"
"152618","Diemersdal Sauvignon Blanc 2017","65.0000","6"
"152618","Bouchard Finlayson Blanc De Mer 2015","79.0000","6"
"152620","Saronsberg Provenance Shiraz 2015","89.0000","6"
"152620","Simonsig Adelberg Cabernet Merlot 2013","45.0000","6"
"152620","Ken Forrester Petit Chenin 2016","49.0000","6"
"152623","Personalised Mixed Case","668.0000","1"
"152624","Raka Sauvignon Blanc","39.0000","18"
"152626","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152626","Hermanuspietersfontein Bloos 2016","79.0000","6"
"152626","Buitenverwachting Buiten Blanc 2016","49.0000","12"
"152626","Raka Sauvignon Blanc","39.0000","6"
"152628","Fort Simon Fortress Hill Shiraz unlabelled","45.0000","6"
"152628","Glenelly Glass Collection Merlot 2011","59.0000","6"
"152628","Cloof The Very Sexy Shiraz 2014","70.0000","12"
"152628","Groote Post The Old Mans Blend White 2017","59.0000","6"
"152628","Vondeling Baldrick Shiraz 2014","65.0000","6"
"152628","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"152628","Le Bonheur Prima 2013 unlabelled","69.0000","6"
"152628","Le Bonheur Tricorne 2012 unlabelled","119.0000","6"
"152629","Raka Spliced 2014","55.0000","6"
"152629","Round House Sauvignon Blanc 2017","35.0000","6"
"152629","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152629","Saronsberg Provenance Shiraz 2015","89.0000","6"
"152629","Buitenverwachting Buiten Blanc 2016","49.0000","6"
"152630","Vondeling Baldrick Shiraz 2014","65.0000","6"
"152630","Glenelly Glass Collection Merlot 2011","59.0000","6"
"152630","Glen Carlou Tortoise Hill Red","45.0000","6"
"152631","Thelema Mountain Red 2014","69.0000","6"
"152631","Raka Spliced 2014","55.0000","6"
"152632","Leopards Leap Merlot 2016","49.0000","12"
"152632","Diemersdal Sauvignon Blanc 2017","65.0000","12"
"152633","Ken Forrester Petit Pinotage 2015","49.0000","6"
"152633","Raka Sauvignon Blanc","39.0000","6"
"152633","Saxenburg Guinea Fowl Red Blend 2014","59.0000","6"
"152635","Raka Sauvignon Blanc","39.0000","48"
"152636","Raka Sauvignon Blanc","39.0000","6"
"152636","Leopards Leap Merlot 2016","49.0000","6"
"152636","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152638","Le Bonheur Cabernet Sauvignon 2014 unlabelled","69.0000","6"
"152638","Le Bonheur Prima 2013 unlabelled","69.0000","6"
"152639","Haute Cabriere Chardonnay/Pinot Noir 2016","85.0000","12"
"152642","Asara Vineyard Collection Shiraz 2012","69.0000","12"
"152642","Groote Post Chenin Blanc 2017","65.0000","6"
"152642","Haute Cabriere Chardonnay/Pinot Noir 2016","85.0000","12"
"152642","Saronsberg Provenance Shiraz 2015","89.0000","12"
"152642","Le Bonheur Prima 2013 unlabelled","69.0000","12"
"152643","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","18"
"152644","Glen Carlou Haven Chardonnay 2014","69.0000","6"
"152644","Hermanuspietersfontein Nr.3 Sauvignon Blanc 2015","65.0000","6"
"152644","Haute Cabriere Chardonnay/Pinot Noir 2016","85.0000","6"
"152649","Capaia One Flagship Red 2010","110.0000","6"
"152649","Vondeling Baldrick Shiraz 2014","65.0000","6"
"152650","Buitenverwachting Buiten Blanc 2016","49.0000","12"
"152653","Thelema Mountain Red 2014","69.0000","6"
"152653","Leopards Leap Merlot 2016","49.0000","6"
"152655","Croydon Title Deed Cape Blend 2015","49.0000","6"
"152655","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152655","Hacienda Malbec 2014","49.0000","6"
"152655","Round House Shiraz 2015","35.0000","6"
"152656","Raka Sauvignon Blanc","39.0000","12"
"152656","O'Connell's Sauvignon Blanc 2016","35.0000","12"
"152656","Flagstone Poetry Sauvignon Blanc 2016","39.0000","12"
"152658","Leopards Leap Merlot 2016","49.0000","6"
"152658","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","6"
"152659","Guardian Peak Cabernet Sauvignon 2016","69.0000","6"
"152659","Vrede en Lust Lady J Syrah 2013","89.0000","6"
"152661","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","12"
"152662","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","12"
"152662","Saxenburg Guinea Fowl Red Blend 2014","59.0000","12"
"152662","Le Bonheur Prima 2013 unlabelled","69.0000","6"
"152662","Le Bonheur Tricorne 2012 unlabelled","119.0000","6"
"152665","Personalised Mixed Case","534.0000","1"
"152667","Personalised Mixed Case","1182.0000","1"
"152670","Saronsberg Provenance Shiraz 2015","89.0000","12"
"152670","Klein Steenberg Bordeaux Red 2013","59.0000","12"
"152670","Guardian Peak Cabernet Sauvignon 2016","69.0000","12"
"152670","Knorhoek Shiraz/Cabernet Franc/Cabernet Sauvignon 2015","49.0000","12"
"152672","Saronsberg Provenance Shiraz 2015","89.0000","6"
